Reduxo ID,Fulcrum ID,Date,Latitude,Longitude,Site,Space,Level,Location Description,Asset Category,Asset Sub Category,Asset Type,GPS With Arrow,Parent QR Code,QR Code,Quantity,Asset Description,Asset ID Label,Make,Model,Serial,Capacity,Last Service Date,Manufacture Date,Condition,Comments,Photo 1,Photo 2,Photo 3,Photo 4,Photo 5,Photo 6,Defect Description,dafasdfasdf,Defect Photo 1,GPS Altitude,GPS Horizontal Accuracy,GPS Vertical Accuracy,GPS Speed,GPS Course
RSP00089,104a54d8-8afa-46c4-b6cf-88a45c1e23fb,2021-12-20,-35.03080489,117.8953214,Albany,Admin Building,Level 1,Environmental Office,Fire Equipment,Fire Detection,Smoke Detector,No,,,1,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP00090,7726be3d-348c-4852-9b9c-1bd38217128c,2021-12-20,-35.03080489,117.8953214,Albany,Admin Building,Level 1,Environmental Office,Furniture & Fittings,Furniture,Shelving,No,,,1,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP00091,96bc06d6-8b2a-43ce-a9d2-4dcb3d4af894,2021-12-20,-35.03080489,117.8953214,Albany,Admin Building,Level 1,Environmental Office,HVAC,Air Conditioning,Indoor Fan Unit (Split) - Wall Mounted,No,,No QR Code,1,,,Fujitsu,Not Sighted,Not Sighted,Not Sighted,,,3 - Good,,RSP00091_20211220_01.jpg,,,,,,,,,,,,,
RSP00092,12bc2b7e-aa33-41a4-9ccb-f1a0d6b2f2c6,2021-12-20,-35.03080489,117.8953214,Albany,Admin Building,Level 1,Environmental Office,IT & Communications,IT,Docking Station,No,,,2,,,Lenovo,ThinkPad,,,,,3 - Good,,,,,,,,,,,,,,,
RSP00093,dc924266-e9d0-4f67-9f30-2359f6dae9ce,2021-12-20,-35.03080489,117.8953214,Albany,Admin Building,Level 1,Environmental Office,IT & Communications,IT,Laptop Computer,No,,,2,,,Lenovo,ThinkPad,,,,,3 - Good,,RSP00093_20211220_01.jpg,,,,,,,,,,,,,
RSP00094,7aa89834-95d2-4d1c-83d3-4b11cd5818e1,2021-12-20,-35.03080489,117.8953214,Albany,Admin Building,Level 1,Environmental Office,IT & Communications,IT,Monitor,No,,,4,,,LG,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP00095,8df7da2a-4051-4d0c-9ea4-65d759513ed7,2021-12-20,-35.0263948,117.888465,Albany,Admin Building,Level 1,Environmental Office,IT & Communications,IT,Other,No,,105863,1,Sound Level Meter,,B & K,Type 2250,3009801,,,,3 - Good,,RSP00095_Q105863_20211220_01.jpg,,,,,,,,,18,600,,,
RSP00096,7f05e4ce-6ef2-4434-abba-c3da9748b9cb,2021-12-20,-35.03081889,117.8953566,Albany,Admin Building,Level 1,Environmental Office,IT & Communications,IT,Tablet,No,,,1,,,Apple,iPad,,,,,3 - Good,,RSP00096_20211220_01.jpg,,,,,,,,,,,,,
RSP00097,24899745-3d9b-4dbc-aefc-6b85e1cf5c96,2021-12-20,-35.03080489,117.8953214,Albany,Admin Building,Level 1,Environmental Office,Electrical,Lighting,Fluorescent Light - Double,No,,,4,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP00098,90dc5096-6d3d-4917-b2ab-aaa03bd7eba4,2021-12-20,-35.03080489,117.8953214,Albany,Admin Building,Level 1,Environmental Office,Furniture & Fittings,Office Furniture,Desk,No,,,2,Adjustable,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP00099,761a4525-e0db-45b0-bf13-23144b32d897,2021-12-20,-35.03080489,117.8953214,Albany,Admin Building,Level 1,Environmental Office,Furniture & Fittings,Office Equipment,Desktop Phone,No,,,2,,,Polycom,HD Voice,,,,,3 - Good,,,,,,,,,,,,,,,
RSP00100,6ee31248-a291-4339-881b-be7ca2ed3405,2021-12-20,-35.03080489,117.8953214,Albany,Admin Building,Level 1,Environmental Office,Furniture & Fittings,Office Furniture,Office Chair,No,,,3,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP00101,450099cd-519d-4dc9-b341-08d0c86375fa,2021-12-20,-35.03080489,117.8953214,Albany,Admin Building,Level 1,Environmental Office,Furniture & Fittings,Office Furniture,Pedestal Under Desk Drawers,No,,,1,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP00102,ee306834-4104-4d2e-8b03-1a8e21c54668,2021-12-20,-35.03080489,117.8953214,Albany,Admin Building,Level 1,Environmental Office,Furniture & Fittings,Office Equipment,Whiteboard,No,,,1,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP00103,238a25f4-f2f9-435b-846a-5d384002018b,2021-12-20,-35.0263948,117.888465,Albany,Admin Building,Level 1,Environmental Office,Port Specific,Enviromental,Air Monitor,No,,105864,1,Portable Dust Monitor,,TSI,DustTrak DRX,,,,,3 - Good,,RSP00103_Q105864_20211220_01.jpg,,,,,,,,,18,600,,,
RSP00104,75a9dce5-9451-4a57-bb59-66cc7795785e,2021-12-21,-35.03072665,117.8954626,Albany,Admin Building,Level 1,External,Electrical,Power Distribution,Main Switchboard (MSB),No,,106005,1,SITE MAIN SWITCHBOARD,PORT ADMIN BUILDING SUBMAIN,,,,125A,,,3 - Good,,RSP00104_Q106005_20211221_01.jpg,RSP00104_Q106005_20211221_02.jpg,,,,,,,,,,,,
RSP00105,499c8b5f-4031-4d5a-8265-f5c7a750b2c1,2021-12-21,-35.03083015,117.8955337,Albany,Admin Building,Level 1,External East,HVAC,Air Conditioning,Outdoor Condenser Unit (Split),No,,No QR Code,1,,,LG,,,,,,3 - Good,,RSP00105_20211221_01.jpg,,,,,,,,,,,,,
RSP00106,1430480c-3692-40b5-b354-2a90fb0d31c7,2021-12-21,-35.03083015,117.8955337,Albany,Admin Building,Level 1,External East,Electrical,Lighting,Fluorescent Light - Single,No,,,1,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP00107,cf690889-9b33-4133-a17f-4ff66675c997,2021-12-21,-35.0307843,117.8955122,Albany,Admin Building,Level 1,External Front,HVAC,Air Conditioning,Outdoor Condenser Unit (Split),No,,No QR Code,1,,,Fujitsu,AOT9RSE,400053,2.75kW,,,3 - Good,,RSP00107_20211221_01.jpg,,,,,,,,,,,,,
RSP00108,f35afe5a-79ba-480f-8e30-8cc22729e15a,2021-12-21,-35.03071896,117.8953157,Albany,Admin Building,Level 1,External Front,HVAC,Air Conditioning,Outdoor Condenser Unit (Split),No,,No QR Code,1,,,Fujitsu,AOT9RSE,Not Sighted,2.75kW,,,3 - Good,,RSP00108_20211221_01.jpg,,,,,,,,,,,,,
RSP00109,a4f62065-d28d-42e0-ad8e-2dac5fc0d16c,2021-12-21,-35.0307563,117.8953717,Albany,Admin Building,Level 1,Female Toilet,Electrical,Lighting,Fluorescent Light - Single,No,,,1,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP00110,3bc18b47-4b7c-4b60-a746-1e124b0ad193,2021-12-21,-35.0307566,117.8953509,Albany,Admin Building,Level 1,FIRST FLOOR DISTRIBUTION BOARD,Electrical,Power Distribution,Distribution Board (DB),No,,106003,1,16 RCD,,Caramia Electrical,,,80A,,,3 - Good,,RSP00110_Q106003_20211221_01.jpg,,,,,,,,,0.600000024,19.5,,,241.02083
RSP00111,27eff35f-2f8d-4643-81ce-f93bea2f57ea,2021-12-20,-35.03078814,117.8954197,Albany,Admin Building,Level 1,Hallway,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,105861,1,,#4,,CO2,,3.5kg,Jul-2021,,3 - Good,,,,,,,,,,,,,,,
RSP00112,f7462b51-b2e5-4ffd-adb9-a7315c57b9b9,2021-12-20,-35.03084085,117.8954257,Albany,Admin Building,Level 1,Hallway,Furniture & Fittings,Occasional & Function Furniture,Side Table,No,,,1,,,,,,,,,3 - Good,,RSP00112_20211220_01.jpg,,,,,,,,,,,,,
RSP00113,a088d11a-f92b-4bdb-93fa-892b327f2757,2021-12-20,-35.03080709,117.8953851,Albany,Admin Building,Level 1,Hallway,IT & Communications,IT,Multifunction Printer & Photocopier,No,,,1,,ALB-PRN-RICOH02,Ricoh,MP C4503,,,,,3 - Good,,RSP00113_20211220_01.jpg,,,,,,,,,,,,,
RSP00114,3f3f71ee-0603-4acb-af12-ada25654f153,2021-12-20,-35.03080709,117.8953851,Albany,Admin Building,Level 1,Hallway,Electrical,Lighting,Fluorescent Light - Double,No,,,7,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP00115,d4868327-7c99-4402-b7e8-c40f5ba49b1a,2021-12-20,-35.03080709,117.8953851,Albany,Admin Building,Level 1,Hallway,Electrical,Lighting,Fluorescent Light - Single,No,,,2,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP00116,91d153b3-057d-4340-82d1-7d9389c8ffaa,2021-12-20,-35.03080709,117.8953851,Albany,Admin Building,Level 1,Hallway,Furniture & Fittings,Office Furniture,Desk,No,,,1,,,,,,,,,3 - Good,,RSP00116_20211220_01.jpg,,,,,,,,,,,,,
RSP00117,c31fc793-2e5c-4bd7-90c5-119d21acca14,2021-12-20,-35.03080709,117.8953851,Albany,Admin Building,Level 1,Hallway,Furniture & Fittings,Office Furniture,Visitor's Chair,No,,,3,Padded,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP00118,e4ad4118-bfce-4c0f-8704-3b766367b920,2021-12-20,-35.03080709,117.8953851,Albany,Admin Building,Level 1,Hallway,Furniture & Fittings,Office Equipment,Whiteboard,No,,,3,,,,,,,,,3 - Good,,RSP00118_20211220_01.jpg,RSP00118_20211220_02.jpg,RSP00118_20211220_03.jpg,,,,,,,,,,,
RSP00119,754986b9-10fb-4844-816c-dba2d2649179,2021-12-20,-35.03080297,117.895304,Albany,Admin Building,Level 1,Harbour Master,IT & Communications,Audio Visual,Television (Display) (TV),No,,,1,,,Samsung,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP00120,1990d7e8-fd33-417a-90c6-09766d6ae264,2021-12-20,-35.03080269,117.8952762,Albany,Admin Building,Level 1,Harbour Master,Electrical,Power Generation,UPS,No,,105880,1,,UPS 001,PowerShield,Defender 1200,,,,,3 - Good,,RSP00120_Q105880_20211220_01.jpg,,,,,,,,,,,,,
RSP00121,13ddb0f8-8471-42c1-a86b-1ee6d39bb99a,2021-12-20,-35.03080269,117.8952762,Albany,Admin Building,Level 1,Harbour Master,Electrical,Power Generation,UPS,No,,105879,1,,UPS 097,APC,Back-UPS ES 700,,,,,3 - Good,,RSP00121_Q105879_20211220_01.jpg,,,,,,,,,,,,,
RSP00122,63915cf7-d96d-483e-97df-da677bdbe530,2021-12-20,-35.03080297,117.895304,Albany,Admin Building,Level 1,Harbour Master,Fire Equipment,Fire Detection,Smoke Detector,No,,,2,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP00123,3d8dfaed-8609-4231-8c00-9dcade1bad1b,2021-12-20,-35.03080873,117.8952869,Albany,Admin Building,Level 1,Harbour Master,Furniture & Fittings,Furniture,Bench Seat,No,,,1,Sofa,,,,,,,,3 - Good,,RSP00123_20211220_01.jpg,,,,,,,,,,,,,
RSP00124,01b8e68b-4016-448e-a5cc-bd7f1beebab2,2021-12-20,-35.03080297,117.895304,Albany,Admin Building,Level 1,Harbour Master,Furniture & Fittings,Furniture,Shelving,No,,,1,,,,,,,,,3 - Good,,RSP00124_20211220_01.jpg,,,,,,,,,,,,,
RSP00125,1bd24772-2df3-486d-9bfe-7f328743d097,2021-12-20,-35.03080077,117.8952892,Albany,Admin Building,Level 1,Harbour Master,HVAC,Air Conditioning,Indoor Fan Unit (Split) - Wall Mounted,No,,No QR Code,1,,,Fujitsu,Not Sighted,Not Sighted,Not Sighted,,,3 - Good,,RSP00125_20211220_01.jpg,,,,,,,,,,,,,
RSP00126,f322601c-eca8-4209-bb57-5d462ab366cb,2021-12-20,-35.03081093,117.8952993,Albany,Admin Building,Level 1,Harbour Master,HVAC,Air Conditioning,Indoor Fan Unit (Split) - Wall Mounted,No,,No QR Code,1,,,Fujitsu,Not Sighted,Not Sighted,Not Sighted,,,3 - Good,,RSP00126_20211220_01.jpg,,,,,,,,,,,,,
RSP00127,dceef357-0927-461e-8937-78e636a3403f,2021-12-20,-35.03080297,117.895304,Albany,Admin Building,Level 1,Harbour Master,HVAC,Air Conditioning,RAC (Room Air Conditioner),No,,,1,Heater,,Dimplex,,,,,,3 - Good,,RSP00127_20211220_01.jpg,,,,,,,,,,,,,
RSP00128,91f3f675-6aff-4156-9154-64c0be7382a6,2021-12-20,-35.03079308,117.8952996,Albany,Admin Building,Level 1,Harbour Master,IT & Communications,IT,Desktop PC,No,,,2,,SP-2029/SP-2037,Lenovo,ThinkStation,,,,,3 - Good,,,,,,,,,,,,,,,
RSP00129,260e61d6-4a16-402b-974f-9112bd96687a,2021-12-20,-35.03079665,117.8952842,Albany,Admin Building,Level 1,Harbour Master,IT & Communications,IT,Monitor,No,,,2,,,LG,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP00130,c8216347-c1cf-4899-a9d6-6700a076fd7b,2021-12-20,-35.03079665,117.8952842,Albany,Admin Building,Level 1,Harbour Master,IT & Communications,IT,Monitor,No,,,2,,,HP,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP00131,e8394c3e-cdeb-4a2b-820b-d64d291823d2,2021-12-20,-35.03080297,117.895304,Albany,Admin Building,Level 1,Harbour Master,IT & Communications,IT,Monitor,No,,,4,,,Samsung,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP00132,d91eecb2-20ac-4a96-bb69-bb191840a196,2021-12-20,-35.0307832,117.8953271,Albany,Admin Building,Level 1,Harbour Master,IT & Communications,IT,Other,No,,105882,1,Communications Console,,Omnitronics,960CSD Selcall & DTMF,,,,,3 - Good,,RSP00132_Q105882_20211220_01.jpg,,,,,,,,,,,,,
RSP00133,6fd32095-58fb-4588-8062-438e23a2fa1d,2021-12-20,-35.03081011,117.8952919,Albany,Admin Building,Level 1,Harbour Master,IT & Communications,IT,Other,No,,105881,1,VHF Transceiver,,GME,GX600,,,,,3 - Good,,RSP00133_Q105881_20211220_01.jpg,,,,,,,,,,,,,
RSP00134,1d545926-dc39-45c8-8c35-621e77b1a836,2021-12-20,-35.0307832,117.8953271,Albany,Admin Building,Level 1,Harbour Master,IT & Communications,IT,Tablet,No,,,1,,,Apple,iPad,,,,,3 - Good,,RSP00134_20211220_01.jpg,,,,,,,,,,,,,
RSP00135,f779f52b-cb22-48d5-a69f-6a8927815bf8,2021-12-20,-35.03080297,117.895304,Albany,Admin Building,Level 1,Harbour Master,Electrical,Lighting,Fluorescent Light - Double,No,,,7,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP00136,1a26a169-375b-4808-aef5-5941a3000c5e,2021-12-20,-35.03080873,117.8952869,Albany,Admin Building,Level 1,Harbour Master,Furniture & Fittings,Office Furniture,Cabinet with Doors,No,,,1,,,,,,,,,3 - Good,,RSP00136_20211220_01.jpg,,,,,,,,,,,,,
RSP00137,a8c219b8-f464-4a4c-a164-093591a3032f,2021-12-20,-35.03079665,117.8952842,Albany,Admin Building,Level 1,Harbour Master,Furniture & Fittings,Office Furniture,Desk,No,,,2,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP00138,3c823d70-d711-43e0-ba68-b003d8c0298b,2021-12-20,-35.03080269,117.8952762,Albany,Admin Building,Level 1,Harbour Master,Furniture & Fittings,Office Equipment,Desktop Phone,No,,,4,Portable Radio,,Motorola,,,,,,3 - Good,,RSP00138_20211220_01.jpg,,,,,,,,,,,,,
RSP00139,cd663064-de60-44d2-8587-6d7e0b000f3f,2021-12-20,-35.03079308,117.8952996,Albany,Admin Building,Level 1,Harbour Master,Furniture & Fittings,Office Equipment,Desktop Phone,No,,,2,,,Polycom,HD Voice,,,,,3 - Good,,,,,,,,,,,,,,,
RSP00140,59b03ad0-4cc3-4369-b3db-d4da5d5e7919,2021-12-20,-35.03079308,117.8952996,Albany,Admin Building,Level 1,Harbour Master,Furniture & Fittings,Office Furniture,Filing Cabinet - 2 drawer,No,,,1,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP00141,9866709e-636c-461f-8bb5-1a69182c17e4,2021-12-20,-35.03079665,117.8952842,Albany,Admin Building,Level 1,Harbour Master,Furniture & Fittings,Office Furniture,Filing Cabinet - 4 drawer,No,,,1,8 Drawers for Maps/Plans,,,,,,,,3 - Good,,RSP00141_20211220_01.jpg,,,,,,,,,,,,,
RSP00142,53999982-6ac4-407b-8e8d-bbf359dd1cfa,2021-12-20,-35.03080297,117.895304,Albany,Admin Building,Level 1,Harbour Master,Furniture & Fittings,Office Furniture,Filing Cabinet - 4 drawer,No,,,1,,,Samsung,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP00143,d4502e94-5789-4485-84b3-03368f2243b0,2021-12-20,-35.03079665,117.8952842,Albany,Admin Building,Level 1,Harbour Master,Furniture & Fittings,Office Furniture,Office Chair,No,,,3,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP00144,73fb354b-7979-42b2-a110-39f71e92d771,2021-12-20,-35.03080297,117.895304,Albany,Admin Building,Level 1,Harbour Master,Furniture & Fittings,Office Furniture,Visitor's Chair,No,,,1,Padded,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP00145,11859655-8b9a-45b8-ba1d-161a979e95e4,2021-12-20,-35.03079665,117.8952842,Albany,Admin Building,Level 1,Harbour Master,Furniture & Fittings,Office Equipment,Whiteboard,No,,,3,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP00146,84f526da-0bbe-4f79-88c9-40e25c5377ea,2021-12-20,-35.03083427,117.8953422,Albany,Admin Building,Level 1,Harbour Master - Balcony,HVAC,Air Conditioning,Outdoor Condenser Unit (Split),No,,105883,1,,,Fujitsu,AOTG12KMCA,Not Sighted,3.5kW,,,3 - Good,,RSP00146_Q105883_20211220_01.jpg,RSP00146_Q105883_20211220_02.jpg,,,,,,,,,,,,
RSP00147,c7a97320-492f-46f9-b778-08a88f784e6c,2021-12-20,-35.03082164,117.8953134,Albany,Admin Building,Level 1,Harbour Master - Balcony,HVAC,Air Conditioning,Outdoor Condenser Unit (Split),No,,105884,1,,,Fujitsu,AOTR09LCC,E054900,2.6kW,,,3 - Good,,RSP00147_Q105884_20211220_01.jpg,RSP00147_Q105884_20211220_02.jpg,,,,,,,,,,,,
RSP00148,379c4853-7221-4037-ae18-c771a9e5e68d,2021-12-20,-35.0308112,117.8952819,Albany,Admin Building,Level 1,Harbour Master - Balcony,HVAC,Air Conditioning,Outdoor Condenser Unit (Split),No,,105885,1,,,Fujitsu,AOT12RSE,4000555,3.45kW,,,3 - Good,,RSP00148_Q105885_20211220_01.jpg,RSP00148_Q105885_20211220_02.jpg,,,,,,,,,,,,
RSP00149,a34401af-226e-4159-9888-a4f64f5882c5,2021-12-20,-35.03082685,117.8953174,Albany,Admin Building,Level 1,Harbour Master - Balcony,Electrical,Lighting,Fluorescent Light - Single,No,,,2,,,,,,,,,4  - Fair,,,,,,,,,,,,,,,
RSP00150,56382375-6753-4968-bb4c-692dbf62aec0,2021-12-21,-35.03083783,117.8955102,Albany,Admin Building,Level 1,Lunchroom/Kitchen,Electrical,Power Distribution,Distribution Board (DB),No,,106004,1,6 RCD,DB KITCHEN,,,,80A,,,3 - Good,,RSP00150_Q106004_20211221_01.jpg,,,,,,,,,,,,,
RSP00151,ed9b8cfc-6e68-4891-bd36-5a37aa05a2b8,2021-12-20,-35.03085156,117.8954901,Albany,Admin Building,Level 1,Lunchroom/Kitchen,Fire Equipment,Fire Suppression,Fire Blanket,No,,105878,1,,,,1.2m x 1.8m,,,Jul-2021,,3 - Good,,,,,,,,,,,,,,,
RSP00152,9119bec2-cd34-44a1-8cf1-e73376d2a737,2021-12-20,-35.03084058,117.8955001,Albany,Admin Building,Level 1,Lunchroom/Kitchen,Fire Equipment,Fire Detection,Smoke Detector,No,,,1,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP00153,8e197530-15cf-412f-b510-90804d297347,2021-12-20,-35.03084058,117.8955001,Albany,Admin Building,Level 1,Lunchroom/Kitchen,Furniture & Fittings,Occasional & Function Furniture,Dining Chair,No,,,8,Plastic,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP00154,3adb4f23-f90e-455a-aedb-cc0ccc2dd5f6,2021-12-20,-35.03084058,117.8955001,Albany,Admin Building,Level 1,Lunchroom/Kitchen,Furniture & Fittings,Occasional & Function Furniture,Dining Table Square,No,,,2,Rectangle,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP00155,43bbb458-ba44-49e7-90ae-4d448d5574b0,2021-12-20,-35.03084058,117.8955001,Albany,Admin Building,Level 1,Lunchroom/Kitchen,HVAC,Air Conditioning,Indoor Fan Unit (Split) - Wall Mounted,No,,No QR Code,1,,,LG,,,,,,3 - Good,,RSP00155_20211220_01.jpg,,,,,,,,,,,,,
RSP00156,b179d3cb-b41c-4174-8870-35c363e28106,2021-12-20,-35.0307999,117.8954782,Albany,Admin Building,Level 1,Lunchroom/Kitchen,Kitchen Equipment,Serving Equipment,Coffee Machine,No,,105875,1,,,DeLonghi,Eletta Cappuccino,,,,,3 - Good,,RSP00156_Q105875_20211220_01.jpg,,,,,,,,,-1,8.7,,,180
RSP00157,7bd9a4ad-5cd4-4dd8-85b8-0ae15a291f6f,2021-12-20,-35.03084058,117.8955001,Albany,Admin Building,Level 1,Lunchroom/Kitchen,Kitchen Equipment,Food Preperation,Microwave,No,,,1,,,Panasonic,Genius Sensor,,"1,100W",,,3 - Good,,RSP00157_20211220_01.jpg,,,,,,,,,,,,,
RSP00158,468a5a4d-1632-4b90-9e06-3480251723a8,2021-12-20,-35.03084058,117.8955001,Albany,Admin Building,Level 1,Lunchroom/Kitchen,Kitchen Equipment,Food Preperation,Microwave,No,,,1,,,Sharp,Carousel,,,,,3 - Good,,RSP00158_20211220_01.jpg,,,,,,,,,,,,,
RSP00159,1a9d9229-9fb1-46c4-bb9e-bef72272b876,2021-12-20,-35.03084058,117.8955001,Albany,Admin Building,Level 1,Lunchroom/Kitchen,Kitchen Equipment,Food Preperation,Oven,No,,105860,1,Oven/Stove,,Westinghouse,Kimberley,,,,,3 - Good,,RSP00159_Q105860_20211220_01.jpg,,,,,,,,,,,,,
RSP00160,40a6203d-aefe-435c-ad53-be5580ef02d8,2021-12-20,-35.03084058,117.8955001,Albany,Admin Building,Level 1,Lunchroom/Kitchen,Kitchen Equipment,Food Preperation,Oven,No,,,1,Sandwich Press,,Sunbeam,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP00161,f168a173-916e-4390-8a85-eb0ef5ba18a7,2021-12-20,-35.03084058,117.8955001,Albany,Admin Building,Level 1,Lunchroom/Kitchen,Kitchen Equipment,Refrigeration,Refrigerator - Domestic,No,,,1,,,Haier,HRF360TW,,,,,3 - Good,,,,,,,,,,,,,,,
RSP00162,7d06899b-ab6c-4f7c-9687-146cb99fcaf7,2021-12-20,-35.03084058,117.8955001,Albany,Admin Building,Level 1,Lunchroom/Kitchen,Electrical,Emergency Lighting,Exit Light,No,,,1,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP00163,b0d79109-9931-46a1-9330-a06b57a37141,2021-12-20,-35.03084058,117.8955001,Albany,Admin Building,Level 1,Lunchroom/Kitchen,Electrical,Lighting,Fluorescent Light - Double,No,,,3,LED,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP00164,5989dd2b-8c59-453d-bebb-ec066259f52f,2021-12-20,-35.03084058,117.8955001,Albany,Admin Building,Level 1,Lunchroom/Kitchen,Electrical,Lighting,Fluorescent Light - Single,No,,,1,LED,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP00165,0c85626b-18da-4c72-9582-cd86fdf68309,2021-12-20,-35.03084305,117.8955102,Albany,Admin Building,Level 1,Lunchroom/Kitchen,Safety & Medical Services,Medical Equipment,First Aid Kit,No,,105877,1,,,St John,,,,,,3 - Good,,RSP00165_Q105877_20211220_01.jpg,,,,,,,,,,,,,
RSP00166,ab21eeaf-bc18-43f2-a643-550a4e2914b5,2021-12-20,-35.0307999,117.8954782,Albany,Admin Building,Level 1,Lunchroom/Kitchen,Hydraulics,Hot Water,Electric Hot Water Unit,No,,105876,1,,,Rheem,111025R7,5887911,25L,,20-Jun-2016,3 - Good,,RSP00166_Q105876_20211220_01.jpg,RSP00166_Q105876_20211220_02.jpg,,,,,,,,-1,8.7,,,180
RSP00167,a8ba060b-a02c-4c4b-b199-f483061f6242,2021-12-20,-35.03076041,117.8953788,Albany,Admin Building,Level 1,Male Toilet,HVAC,Air Conditioning,Exhaust Fan,No,,No QR Code,1,,,Airflow,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP00168,bd67cf8a-37aa-4934-a3fa-6957b38c6652,2021-12-20,-35.03076041,117.8953788,Albany,Admin Building,Level 1,Male Toilet,Electrical,Lighting,Fluorescent Light - Single,No,,,1,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP00169,546a3e64-4231-431c-8d0e-0b316a49ef69,2021-12-20,-35.03076151,117.8953744,Albany,Admin Building,Level 1,Male Toilet,Plant & Equipment,Workshop Equipment,Power Tools,No,,,1,Hand Dryer,,JD MacDonald,Autobeam 1000,AB014087,,,,3 - Good,,,,,,,,,,,,,,,
RSP00170,33264156-b08e-4d6b-85c4-fb266eec2ac6,2021-12-21,-35.03077167,117.8953855,Albany,Admin Building,Level 1,Male/Handicapped Toilet,HVAC,Air Conditioning,Exhaust Fan,No,,No QR Code,1,,,Airflow,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP00171,5874214a-2ab6-4f64-81d4-18ff26002159,2021-12-21,-35.03077167,117.8953855,Albany,Admin Building,Level 1,Male/Handicapped Toilet,Electrical,Lighting,Fluorescent Light - Single,No,,,2,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP00172,83317a77-36e5-48c1-85fb-14bfccd7fe36,2021-12-20,-35.030739,117.8953234,Albany,Admin Building,Level 1,Safety and Assurance Office,Electrical,Power Generation,UPS,No,,105886,1,,UPS 006,PowerShield,Defender 1200,,,,,3 - Good,,RSP00172_Q105886_20211220_01.jpg,,,,,,,,,,,,,
RSP00173,31dcf08a-c7ba-4543-b71f-c76864580fce,2021-12-20,-35.03074202,117.8953127,Albany,Admin Building,Level 1,Safety and Assurance Office,Fire Equipment,Fire Detection,Smoke Detector,No,,,1,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP00174,e11908b5-087d-46c0-8075-9b3292daa96c,2021-12-20,-35.03074202,117.8953127,Albany,Admin Building,Level 1,Safety and Assurance Office,HVAC,Air Conditioning,Indoor Fan Unit (Split) - Wall Mounted,No,,No QR Code,1,,,Fujitsu,Not Sighted,Not Sighted,Not Sighted,,,3 - Good,,RSP00174_20211220_01.jpg,,,,,,,,,,,,,
RSP00175,3ad12fc4-d116-4b05-b1dd-f7243b4f9ac1,2021-12-20,-35.03074202,117.8953127,Albany,Admin Building,Level 1,Safety and Assurance Office,IT & Communications,IT,Docking Station,No,,,1,,SP-1151,Lenovo,ThinkPad,,,,,3 - Good,,,,,,,,,,,,,,,
RSP00176,da05caff-b937-46b4-aae7-58df9ec2c3e3,2021-12-20,-35.03074202,117.8953127,Albany,Admin Building,Level 1,Safety and Assurance Office,IT & Communications,IT,Laptop Computer,No,,,1,,SP-1151,Lenovo,ThinkPad,,,,,3 - Good,,RSP00176_20211220_01.jpg,,,,,,,,,,,,,
RSP00177,04a5c00b-79b4-4191-b788-e28696027f46,2021-12-20,-35.030739,117.8953234,Albany,Admin Building,Level 1,Safety and Assurance Office,IT & Communications,IT,Monitor,No,,,2,,,HP,,,,,,3 - Good,,,,,,,,,,,,,,,
